,equipmentId,year_fit,year_og,year_diff,n,s_fit,pf_fit,ambient_bias_fit,heatRunTest_deltaTopOil_fit,heatRunTest_deltaHotspot_fit,heatRunTest_x_fit,heatRunTest_y_fit,heatRunTest_h_fit,heatRunTest_copperLosses_fit,heatRunTest_noLoadLosses_fit,nominalLoad_fit,MAE_fit,RMSE_fit,Bias_fit,R2_fit,s_og,pf_og,ambient_bias_og,heatRunTest_deltaTopOil_og,heatRunTest_deltaHotspot_og,heatRunTest_x_og,heatRunTest_y_og,heatRunTest_h_og,heatRunTest_copperLosses_og,heatRunTest_noLoadLosses_og,nominalLoad_og,MAE_og,RMSE_og,Bias_og,R2_og,error,s_diff,pf_diff,ambient_bias_diff,heatRunTest_deltaTopOil_diff,heatRunTest_deltaHotspot_diff,heatRunTest_x_diff,heatRunTest_y_diff,heatRunTest_h_diff,heatRunTest_copperLosses_diff,heatRunTest_noLoadLosses_diff,nominalLoad_diff,MAE_diff,RMSE_diff,Bias_diff,R2_diff
14,50282127,2024.0,2015.0,9.0,14664.0,0.0,1.0,0.0,46.8,62.8,0.5000000000000004,1.32,1.16,149.18,15.51,40.0,3.8658594091278675,5.232189893759749,-0.01134847577051976,0.19358461156142615,0.0,1.0,0.0,46.8,62.8,0.72,1.32,1.16,149.18,15.51,40.0,6.797240291248189,8.017658096909624,-6.050854741055837,-0.8935940317771218,,0.0,0.0,0.0,0.0,0.0,-0.21999999999999953,0.0,0.0,0.0,0.0,0.0,-2.931380882120321,-2.7854682031498754,6.0395062652853175,1.087178643338548
0,24917,2024.0,1997.0,27.0,14664.0,0.0,1.0,0.0,54.8,72.0,0.73,1.107311553234346,1.3,200.4,15.6,40.0,4.539913400771348,5.589761330792315,0.18402782500165202,0.1375776524331621,0.0,1.0,0.0,54.8,72.0,0.73,1.4,1.3,200.4,15.6,40.0,4.737508713336393,5.781922544447535,-1.5732982551534136,0.07726283982702198,,0.0,0.0,0.0,0.0,0.0,0.0,-0.29268844676565386,0.0,0.0,0.0,0.0,-0.1975953125650447,-0.1921612136552202,1.7573260801550656,0.060314812606140134
1,33291,2024.0,1998.0,26.0,14664.0,0.0,1.0,0.0,47.9,65.4,0.74,0.8000000000000002,1.3,244.3,19.97,50.0,3.669158714933007,4.486028388176212,-2.3724755959958923,0.2588485366010913,0.0,1.0,0.0,47.9,65.4,0.74,1.43,1.3,244.3,19.97,50.0,6.079759353714199,6.772061434641364,-6.000365133537553,-0.6889808051820201,,0.0,0.0,0.0,0.0,0.0,0.0,-0.6299999999999998,0.0,0.0,0.0,0.0,-2.4106006387811925,-2.2860330464651515,3.6278895375416607,0.9478293417831114
2,5004597,2024.0,2001.0,23.0,14664.0,0.0,1.0,0.0,48.9,65.7,0.62,1.4256447225440805,1.3,216.05,16.15,40.0,2.7610997963215542,4.079142583362995,-0.8640834056601491,0.5560432142372274,0.0,1.0,0.0,48.9,65.7,0.62,1.98,1.3,216.05,16.15,40.0,2.870896387484958,4.253589330448526,-1.8763935344814813,0.5172591594532627,,0.0,0.0,0.0,0.0,0.0,0.0,-0.5543552774559195,0.0,0.0,0.0,0.0,-0.10979659116340379,-0.17444674708553087,1.012310128821332,0.03878405478396463
3,5004625,2024.0,2001.0,23.0,14664.0,0.0,1.0,0.0,48.9,65.7,0.62,1.3489622375547954,1.3,223.28,16.02,40.0,2.930936654280354,4.212886022546262,-0.7437894769064977,0.5691131122069133,0.0,1.0,0.0,48.9,65.7,0.62,1.98,1.3,223.28,16.02,40.0,3.081849102951487,4.448062809240475,-1.9279424062463928,0.5196633982197425,,0.0,0.0,0.0,0.0,0.0,0.0,-0.6310377624452046,0.0,0.0,0.0,0.0,-0.15091244867113307,-0.23517678669421294,1.1841529293398951,0.049449713987170796
4,5017843,2024.0,2005.0,19.0,14664.0,0.0,1.0,0.0,45.4,60.8,0.9,0.8000000000000002,1.35,157.09,11.15,25.0,3.4064926835940996,4.013656250611697,-3.190401437887673,0.5746785306237778,0.0,1.0,0.0,45.4,60.8,0.9,1.6,1.35,157.09,11.15,25.0,5.3513484069639485,5.765622152884834,-5.330528353407116,0.12233392464844728,,0.0,0.0,0.0,0.0,0.0,0.0,-0.7999999999999999,0.0,0.0,0.0,0.0,-1.944855723369849,-1.7519659022731373,2.1401269155194433,0.45234460597533055
5,5017873,2024.0,2004.0,20.0,14664.0,0.0,1.0,0.0,45.4,60.8,0.9,0.8000000000000002,1.35,157.09,11.15,25.0,2.6203412057818922,3.306347475180309,-1.5944561619726736,0.5793559783565835,0.0,1.0,0.0,45.4,60.8,0.9,1.6,1.35,157.09,11.15,25.0,5.711494203676934,6.2758684303035785,-5.661650577371349,-0.5155329928818477,,0.0,0.0,0.0,0.0,0.0,0.0,-0.7999999999999999,0.0,0.0,0.0,0.0,-3.091152997895042,-2.9695209551232695,4.067194415398675,1.094888971238431
6,5025312,2024.0,2007.0,17.0,14664.0,0.0,1.0,0.0,51.9,67.7,0.66,0.8000000000000002,1.1,106.3,12.27,25.0,3.031835186993835,3.8618979676598375,-2.11893464866294,0.532983865491328,0.0,1.0,0.0,51.9,67.7,0.66,1.34,1.1,106.3,12.27,25.0,4.933581171232843,5.728841133143322,-4.843098085340972,-0.027694073281786302,,0.0,0.0,0.0,0.0,0.0,0.0,-0.5399999999999999,0.0,0.0,0.0,0.0,-1.901745984239008,-1.8669431654834847,2.724163436678032,0.5606779387731143
7,5026188,2024.0,2006.0,18.0,14664.0,0.0,1.0,0.0,49.4,71.9,0.79,0.8000000000000002,1.3,271.8,18.15,50.0,3.504082620805519,4.263592291473087,-1.5886578182894497,0.23279343345836523,0.0,1.0,0.0,49.4,71.9,0.79,1.39,1.3,271.8,18.15,50.0,6.175639064701247,6.8396954455900865,-6.080098792155109,-0.9743970927366776,,0.0,0.0,0.0,0.0,0.0,0.0,-0.5899999999999997,0.0,0.0,0.0,0.0,-2.6715564438957284,-2.576103154117,4.491440973865659,1.2071905261950429
8,5027447,2024.0,2007.0,17.0,14664.0,0.0,1.0,0.0,46.7,63.0,0.9,0.8000000000000002,1.09,236.62,17.18,50.0,10.072301055144075,11.951049137862384,-9.77091847395323,-1.464410151766058,0.0,1.0,0.0,46.7,63.0,0.9,1.6,1.09,236.62,17.18,50.0,13.087093426811434,14.35594535778994,-12.82365222598761,-2.556022648200472,,0.0,0.0,0.0,0.0,0.0,0.0,-0.7999999999999999,0.0,0.0,0.0,0.0,-3.014792371667358,-2.404896219927556,3.0527337520343796,1.091612496434414
9,5030256,2024.0,2007.0,17.0,14664.0,0.0,1.0,0.0,51.9,67.7,0.66,0.8000000000000016,1.1,106.3,12.27,25.0,9.817671017990381,11.447247716372184,-9.548733106339471,-1.8332947240473563,0.0,1.0,0.0,51.9,67.7,0.66,1.34,1.1,106.3,12.27,25.0,12.441483987553202,13.941920699829632,-12.32449951001153,-3.202762101374492,,0.0,0.0,0.0,0.0,0.0,0.0,-0.5399999999999985,0.0,0.0,0.0,0.0,-2.6238129695628203,-2.4946729834574484,2.7757664036720584,1.3694673773271355
10,50033827,2024.0,2008.0,16.0,14664.0,0.0,1.0,0.0,54.1,67.4,0.73,0.8000000000000002,1.13,186.51,16.37,40.0,6.930843024251363,7.94053408252613,-6.6806712684470355,-1.1455509563127575,0.0,1.0,0.0,54.1,67.4,0.73,1.48,1.13,186.51,16.37,40.0,9.57691986195348,10.420192300099295,-9.557369511619347,-2.694799468954338,,0.0,0.0,0.0,0.0,0.0,0.0,-0.6799999999999998,0.0,0.0,0.0,0.0,-2.6460768377021164,-2.4796582175731645,2.876698243172312,1.5492485126415807
11,50249457,2024.0,2011.0,13.0,14664.0,0.0,1.0,0.0,51.9,67.7,0.66,0.800000000000003,1.1,106.3,9.5,25.0,5.39286277953456,6.72877827051344,-4.139646560119271,0.2438594972350745,0.0,1.0,0.0,51.9,67.7,0.66,1.34,1.1,106.3,9.5,25.0,7.61933732320644,8.899492525945051,-6.987040629592726,-0.3226975590104886,,0.0,0.0,0.0,0.0,0.0,0.0,-0.539999999999997,0.0,0.0,0.0,0.0,-2.2264745436718805,-2.1707142554316112,2.847394069473455,0.5665570562455631
12,50250035,2024.0,2013.0,11.0,14664.0,0.0,1.0,0.0,51.0,70.0,0.75,0.8000000000000002,1.19,156.87,10.11,25.0,8.029321473500914,9.406159304441909,-7.91760009939504,-0.8885387380019716,0.0,1.0,0.0,51.0,70.0,0.75,1.41,1.19,156.87,10.11,25.0,10.556226273177474,11.458220557409955,-10.525468190860009,-1.8024352907098726,,0.0,0.0,0.0,0.0,0.0,0.0,-0.6099999999999998,0.0,0.0,0.0,0.0,-2.5269047996765597,-2.0520612529680466,2.607868091464969,0.913896552707901
13,50277055,2024.0,2013.0,11.0,14664.0,0.0,1.0,0.0,46.8,62.8,0.72,0.8000000000000002,1.16,149.18,15.51,40.0,7.849144734014831,9.408404619295633,-7.423284843717753,-0.40316371410792606,0.0,1.0,0.0,46.8,62.8,0.72,1.32,1.16,149.18,15.51,40.0,10.418234128937272,11.865488449541461,-10.292295112198817,-1.23176064093864,,0.0,0.0,0.0,0.0,0.0,0.0,-0.5199999999999999,0.0,0.0,0.0,0.0,-2.5690893949224405,-2.4570838302458284,2.8690102684810634,0.8285969268307138
14,50282127,2024.0,2015.0,9.0,14664.0,0.0,1.0,0.0,46.8,62.8,0.72,0.8000000000000084,1.16,149.18,15.51,40.0,4.868819245390081,6.188085954816177,-3.627637336493951,-0.12798801841448748,0.0,1.0,0.0,46.8,62.8,0.72,1.32,1.16,149.18,15.51,40.0,6.797240291248189,8.017658096909624,-6.050854741055837,-0.8935940317771218,,0.0,0.0,0.0,0.0,0.0,0.0,-0.5199999999999917,0.0,0.0,0.0,0.0,-1.9284210458581077,-1.829572142093447,2.4232174045618864,0.7656060133626343
0,24917,2024.0,1997.0,27.0,14664.0,0.0,1.0,0.0,54.8,72.0,0.73,1.4,1.3390238290638437,200.4,15.6,40.0,4.735879879485368,5.778946041285988,-1.3893231698306496,0.07821263571371606,0.0,1.0,0.0,54.8,72.0,0.73,1.4,1.3,200.4,15.6,40.0,4.737508713336393,5.781922544447535,-1.5732982551534136,0.07726283982702198,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03902382906384361,0.0,0.0,0.0,-0.001628833851024858,-0.0029765031615465176,0.18397508532276396,0.0009497958866940825
1,33291,2024.0,1998.0,26.0,14664.0,0.0,1.0,0.0,47.9,65.4,0.74,1.43,1.4999999999999998,244.3,19.97,50.0,5.746269540800416,6.489012681875892,-5.6081839401757785,-0.5507442562009024,0.0,1.0,0.0,47.9,65.4,0.74,1.43,1.3,244.3,19.97,50.0,6.079759353714199,6.772061434641364,-6.000365133537553,-0.6889808051820201,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999973,0.0,0.0,0.0,-0.33348981291378355,-0.28304875276547126,0.3921811933617745,0.1382365489811177
2,5004597,2024.0,2001.0,23.0,14664.0,0.0,1.0,0.0,48.9,65.7,0.62,1.98,1.4999999999999991,216.05,16.15,40.0,2.8567590831529523,4.233769971050399,-1.7548731895419054,0.5217472863476099,0.0,1.0,0.0,48.9,65.7,0.62,1.98,1.3,216.05,16.15,40.0,2.870896387484958,4.253589330448526,-1.8763935344814813,0.5172591594532627,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999907,0.0,0.0,0.0,-0.014137304332005662,-0.01981935939812729,0.12152034493957586,0.004488126894347189
3,5004625,2024.0,2001.0,23.0,14664.0,0.0,1.0,0.0,48.9,65.7,0.62,1.98,1.4999999999999998,223.28,16.02,40.0,3.0632325166102636,4.42150025439067,-1.8171750383127971,0.5253831334980723,0.0,1.0,0.0,48.9,65.7,0.62,1.98,1.3,223.28,16.02,40.0,3.081849102951487,4.448062809240475,-1.9279424062463928,0.5196633982197425,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999973,0.0,0.0,0.0,-0.018616586341223318,-0.02656255484980452,0.11076736793359565,0.005719735278329807
4,5017843,2024.0,2005.0,19.0,14664.0,0.0,1.0,0.0,45.4,60.8,0.9,1.6,1.4999999999997036,157.09,11.15,25.0,5.296702412837145,5.7132017865668665,-5.274588411534907,0.1382206505520479,0.0,1.0,0.0,45.4,60.8,0.9,1.6,1.35,157.09,11.15,25.0,5.3513484069639485,5.765622152884834,-5.330528353407116,0.12233392464844728,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14999999999970348,0.0,0.0,0.0,-0.05464599412680382,-0.05242036631796765,0.055939941872209076,0.01588672590360063
5,5017873,2024.0,2004.0,20.0,14664.0,0.0,1.0,0.0,45.4,60.8,0.9,1.6,1.4999999999999998,157.09,11.15,25.0,5.513214711889515,6.098673561985627,-5.4580319700224695,-0.4311610580072396,0.0,1.0,0.0,45.4,60.8,0.9,1.6,1.35,157.09,11.15,25.0,5.711494203676934,6.2758684303035785,-5.661650577371349,-0.5155329928818477,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1499999999999997,0.0,0.0,0.0,-0.1982794917874191,-0.17719486831795184,0.20361860734887927,0.08437193487460815
6,5025312,2024.0,2007.0,17.0,14664.0,0.0,1.0,0.0,51.9,67.7,0.66,1.34,1.4999999999999998,106.3,12.27,25.0,4.322985445488336,5.205794267996606,-4.096962138398149,0.1513975216911425,0.0,1.0,0.0,51.9,67.7,0.66,1.34,1.1,106.3,12.27,25.0,4.933581171232843,5.728841133143322,-4.843098085340972,-0.027694073281786302,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999997,0.0,0.0,0.0,-0.6105957257445072,-0.523046865146716,0.7461359469428226,0.1790915949729288
7,5026188,2024.0,2006.0,18.0,14664.0,0.0,1.0,0.0,49.4,71.9,0.79,1.39,1.4999999999999953,271.8,18.15,50.0,5.738848189153469,6.464337286004759,-5.54947845916845,-0.7636361461744074,0.0,1.0,0.0,49.4,71.9,0.79,1.39,1.3,271.8,18.15,50.0,6.175639064701247,6.8396954455900865,-6.080098792155109,-0.9743970927366776,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1999999999999953,0.0,0.0,0.0,-0.4367908755477785,-0.3753581595853275,0.5306203329866594,0.21076094656227018
8,5027447,2024.0,2007.0,17.0,14664.0,0.0,1.0,0.0,46.7,63.0,0.9,1.6,1.4999999999999998,236.62,17.18,50.0,12.451121273731875,13.83647071816542,-12.185818570961011,-2.3033271111207485,0.0,1.0,0.0,46.7,63.0,0.9,1.6,1.09,236.62,17.18,50.0,13.087093426811434,14.35594535778994,-12.82365222598761,-2.556022648200472,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4099999999999997,0.0,0.0,0.0,-0.6359721530795586,-0.5194746396245193,0.6378336550265988,0.2526955370797235
9,5030256,2024.0,2007.0,17.0,14664.0,0.0,1.0,0.0,51.9,67.7,0.66,1.34,1.4999999999999998,106.3,12.27,25.0,9.904319981215984,11.775501013226348,-9.469582252683747,-1.9981156352429918,0.0,1.0,0.0,51.9,67.7,0.66,1.34,1.1,106.3,12.27,25.0,12.441483987553202,13.941920699829632,-12.32449951001153,-3.202762101374492,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999997,0.0,0.0,0.0,-2.5371640063372176,-2.166419686603284,2.8549172573277826,1.2046464661315
10,50033827,2024.0,2008.0,16.0,14664.0,0.0,1.0,0.0,54.1,67.4,0.73,1.48,1.4999999999999998,186.51,16.37,40.0,8.621374981562779,9.572526100999024,-8.544430851191793,-2.1181178355496098,0.0,1.0,0.0,54.1,67.4,0.73,1.48,1.13,186.51,16.37,40.0,9.57691986195348,10.420192300099295,-9.557369511619347,-2.694799468954338,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3699999999999999,0.0,0.0,0.0,-0.9555448803907005,-0.8476661991002707,1.0129386604275545,0.5766816334047284
11,50249457,2024.0,2011.0,13.0,14664.0,0.0,1.0,0.0,51.9,67.7,0.66,1.34,1.4999999999999998,106.3,9.5,25.0,6.34505440763447,7.791462932169794,-5.3580272316509765,-0.013836877914120915,0.0,1.0,0.0,51.9,67.7,0.66,1.34,1.1,106.3,9.5,25.0,7.61933732320644,8.899492525945051,-6.987040629592726,-0.3226975590104886,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999997,0.0,0.0,0.0,-1.2742829155719697,-1.1080295937752576,1.6290133979417494,0.30886068109636766
12,50250035,2024.0,2013.0,11.0,14664.0,0.0,1.0,0.0,51.0,70.0,0.75,1.41,1.4999999999999998,156.87,10.11,25.0,10.113151343399982,11.070175835503077,-10.076151893198373,-1.615834578187883,0.0,1.0,0.0,51.0,70.0,0.75,1.41,1.19,156.87,10.11,25.0,10.556226273177474,11.458220557409955,-10.525468190860009,-1.8024352907098726,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30999999999999983,0.0,0.0,0.0,-0.44307492977749163,-0.3880447219068781,0.4493162976616354,0.18660071252198973
13,50277055,2024.0,2013.0,11.0,14664.0,0.0,1.0,0.0,46.8,62.8,0.72,1.32,1.4999999999999998,149.18,15.51,40.0,8.278606499579771,9.9366841227896,-7.798140516325355,-0.5651621642637799,0.0,1.0,0.0,46.8,62.8,0.72,1.32,1.16,149.18,15.51,40.0,10.418234128937272,11.865488449541461,-10.292295112198817,-1.23176064093864,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33999999999999986,0.0,0.0,0.0,-2.1396276293575003,-1.9288043267518606,2.4941545958734617,0.66659847667486
14,50282127,2024.0,2015.0,9.0,14664.0,0.0,1.0,0.0,46.8,62.8,0.72,1.32,1.4999999999999998,149.18,15.51,40.0,6.189998846530583,7.474096381915095,-5.3142492378007695,-0.6455428633658962,0.0,1.0,0.0,46.8,62.8,0.72,1.32,1.16,149.18,15.51,40.0,6.797240291248189,8.017658096909624,-6.050854741055837,-0.8935940317771218,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33999999999999986,0.0,0.0,0.0,-0.607241444717606,-0.5435617149945289,0.7366055032550678,0.24805116841122565
0,24917,2024.0,1997.0,27.0,14664.0,0.0,1.0,0.0,54.8,72.0,0.73,1.4,1.3,118.62593407361493,15.6,40.0,4.309700391801001,5.363828899942481,0.6491060403915951,0.20588517540728746,0.0,1.0,0.0,54.8,72.0,0.73,1.4,1.3,200.4,15.6,40.0,4.737508713336393,5.781922544447535,-1.5732982551534136,0.07726283982702198,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-81.77406592638508,0.0,0.0,-0.42780832153539183,-0.4180936445050536,2.222404295545009,0.12862233558026548
1,33291,2024.0,1998.0,26.0,14664.0,0.0,1.0,0.0,47.9,65.4,0.74,1.43,1.3,85.27121623021314,19.97,50.0,2.347992593181952,2.9118042314325727,0.09705904950549706,0.6877465244299681,0.0,1.0,0.0,47.9,65.4,0.74,1.43,1.3,244.3,19.97,50.0,6.079759353714199,6.772061434641364,-6.000365133537553,-0.6889808051820201,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.02878376978686,0.0,0.0,-3.7317667605322473,-3.860257203208791,6.09742418304305,1.3767273296119882
2,5004597,2024.0,2001.0,23.0,14664.0,0.0,1.0,0.0,48.9,65.7,0.62,1.98,1.3,156.15361466574188,16.15,40.0,2.517773263034465,3.7795200792850085,-0.22579998084880484,0.6188672747191073,0.0,1.0,0.0,48.9,65.7,0.62,1.98,1.3,216.05,16.15,40.0,2.870896387484958,4.253589330448526,-1.8763935344814813,0.5172591594532627,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-59.89638533425813,0.0,0.0,-0.3531231244504931,-0.4740692511635176,1.6505935536326763,0.10160811526584457
3,5004625,2024.0,2001.0,23.0,14664.0,0.0,1.0,0.0,48.9,65.7,0.62,1.98,1.3,158.05626212755382,16.02,40.0,2.671829151570623,3.984481215535165,-0.1851701198295994,0.6145683035836851,0.0,1.0,0.0,48.9,65.7,0.62,1.98,1.3,223.28,16.02,40.0,3.081849102951487,4.448062809240475,-1.9279424062463928,0.5196633982197425,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-65.22373787244618,0.0,0.0,-0.410019951380864,-0.4635815937053098,1.7427722864167934,0.09490490536394258
4,5017843,2024.0,2005.0,19.0,14664.0,0.0,1.0,0.0,45.4,60.8,0.9,1.6,1.35,53.46972159781632,11.15,25.0,1.7238082634155516,2.214510744770473,-0.04144015184278153,0.8705230262950017,0.0,1.0,0.0,45.4,60.8,0.9,1.6,1.35,157.09,11.15,25.0,5.3513484069639485,5.765622152884834,-5.330528353407116,0.12233392464844728,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-103.62027840218369,0.0,0.0,-3.627540143548397,-3.551111408114361,5.289088201564335,0.7481891016465544
5,5017873,2024.0,2004.0,20.0,14664.0,0.0,1.0,0.0,45.4,60.8,0.9,1.6,1.35,48.36855651144223,11.15,25.0,2.104083176059564,2.689151629440124,-0.029857442245906387,0.7217415789305143,0.0,1.0,0.0,45.4,60.8,0.9,1.6,1.35,157.09,11.15,25.0,5.711494203676934,6.2758684303035785,-5.661650577371349,-0.5155329928818477,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-108.72144348855778,0.0,0.0,-3.60741102761737,-3.5867168008634547,5.631793135125442,1.2372745718123621
6,5025312,2024.0,2007.0,17.0,14664.0,0.0,1.0,0.0,51.9,67.7,0.66,1.34,1.1,53.7681395588636,12.27,25.0,2.405732952326592,2.920473959288044,0.012014366026830738,0.7329227041651494,0.0,1.0,0.0,51.9,67.7,0.66,1.34,1.1,106.3,12.27,25.0,4.933581171232843,5.728841133143322,-4.843098085340972,-0.027694073281786302,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52.531860441136395,0.0,0.0,-2.5278482189062514,-2.8083671738552782,4.855112451367803,0.7606167774469357
7,5026188,2024.0,2006.0,18.0,14664.0,0.0,1.0,0.0,49.4,71.9,0.79,1.39,1.3,85.15900538073419,18.15,50.0,2.3040380147911437,2.881235109720827,0.11141429492112778,0.6496368911859391,0.0,1.0,0.0,49.4,71.9,0.79,1.39,1.3,271.8,18.15,50.0,6.175639064701247,6.8396954455900865,-6.080098792155109,-0.9743970927366776,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-186.64099461926583,0.0,0.0,-3.8716010499101037,-3.9584603358692596,6.1915130870762365,1.6240339839226168
8,5027447,2024.0,2007.0,17.0,14664.0,0.0,1.0,0.0,46.7,63.0,0.9,1.6,1.09,33.14471485813213,17.18,50.0,4.110581627864487,6.368401940939329,-0.2818230731038257,0.30021946646989894,0.0,1.0,0.0,46.7,63.0,0.9,1.6,1.09,236.62,17.18,50.0,13.087093426811434,14.35594535778994,-12.82365222598761,-2.556022648200472,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-203.47528514186786,0.0,0.0,-8.976511798946946,-7.987543416850611,12.541829152883784,2.856242114670371
9,5030256,2024.0,2007.0,17.0,14664.0,0.0,1.0,0.0,51.9,67.7,0.66,1.34,1.1,12.202238134307118,12.27,25.0,4.7415325345947394,6.133309572263843,-0.34417788958681694,0.18664645750947273,0.0,1.0,0.0,51.9,67.7,0.66,1.34,1.1,106.3,12.27,25.0,12.441483987553202,13.941920699829632,-12.32449951001153,-3.202762101374492,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-94.09776186569287,0.0,0.0,-7.699951452958462,-7.808611127565789,11.980321620424712,3.3894085588839644
10,50033827,2024.0,2008.0,16.0,14664.0,0.0,1.0,0.0,54.1,67.4,0.73,1.48,1.13,43.984140778550284,16.37,40.0,3.348353185025876,4.092926611098056,-0.0762766166283628,0.429957389737031,0.0,1.0,0.0,54.1,67.4,0.73,1.48,1.13,186.51,16.37,40.0,9.57691986195348,10.420192300099295,-9.557369511619347,-2.694799468954338,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-142.5258592214497,0.0,0.0,-6.228566676927604,-6.327265689001239,9.481092894990985,3.124756858691369
11,50249457,2024.0,2011.0,13.0,14664.0,0.0,1.0,0.0,51.9,67.7,0.66,1.34,1.1,30.90444650891879,9.5,25.0,4.221504188524732,5.530028178784422,0.16506995632222757,0.48927777738130507,0.0,1.0,0.0,51.9,67.7,0.66,1.34,1.1,106.3,9.5,25.0,7.61933732320644,8.899492525945051,-6.987040629592726,-0.3226975590104886,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-75.3955534910812,0.0,0.0,-3.397833134681708,-3.36946434716063,7.152110585914953,0.8119753363917936
12,50250035,2024.0,2013.0,11.0,14664.0,0.0,1.0,0.0,51.0,70.0,0.75,1.41,1.19,33.152841815693826,10.11,25.0,3.1394538640401852,4.570095199352363,-0.41610153257904325,0.5541880229842833,0.0,1.0,0.0,51.0,70.0,0.75,1.41,1.19,156.87,10.11,25.0,10.556226273177474,11.458220557409955,-10.525468190860009,-1.8024352907098726,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-123.71715818430619,0.0,0.0,-7.416772409137289,-6.888125358057592,10.109366658280965,2.356623313694156
13,50277055,2024.0,2013.0,11.0,14664.0,0.0,1.0,0.0,46.8,62.8,0.72,1.32,1.16,20.58265843173071,15.51,40.0,4.6919386881181575,6.0339546734285365,-0.6700644173760529,0.4228609512824766,0.0,1.0,0.0,46.8,62.8,0.72,1.32,1.16,149.18,15.51,40.0,10.418234128937272,11.865488449541461,-10.292295112198817,-1.23176064093864,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-128.5973415682693,0.0,0.0,-5.726295440819114,-5.8315337761129244,9.622230694822763,1.6546215922211165
14,50282127,2024.0,2015.0,9.0,14664.0,0.0,1.0,0.0,46.8,62.8,0.72,1.32,1.16,57.057844980183546,15.51,40.0,3.8576742321144546,5.340818033283311,-0.026523751969409554,0.15975221905439574,0.0,1.0,0.0,46.8,62.8,0.72,1.32,1.16,149.18,15.51,40.0,6.797240291248189,8.017658096909624,-6.050854741055837,-0.8935940317771218,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-92.12215501981646,0.0,0.0,-2.939566059133734,-2.6768400636263134,6.024330989086428,1.0533462508315177
0,24917,2024.0,1997.0,27.0,14664.0,0.0,1.0,0.0,54.8,72.0,0.73,1.4,1.3,200.4,26.353804462804835,40.0,4.309700243129135,5.363829089951518,0.6491135955607774,0.20588511914561347,0.0,1.0,0.0,54.8,72.0,0.73,1.4,1.3,200.4,15.6,40.0,4.737508713336393,5.781922544447535,-1.5732982551534136,0.07726283982702198,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.753804462804835,0.0,-0.42780847020725776,-0.41809345449601665,2.222411850714191,0.1286222793185915
1,33291,2024.0,1998.0,26.0,14664.0,0.0,1.0,0.0,47.9,65.4,0.74,1.43,1.3,244.3,57.2135734720793,50.0,2.347992593239561,2.911804231362415,0.09705904148253756,0.6877465244450149,0.0,1.0,0.0,47.9,65.4,0.74,1.43,1.3,244.3,19.97,50.0,6.079759353714199,6.772061434641364,-6.000365133537553,-0.6889808051820201,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.2435734720793,0.0,-3.7317667604746383,-3.8602572032789486,6.09742417502009,1.376727329627035
2,5004597,2024.0,2001.0,23.0,14664.0,0.0,1.0,0.0,48.9,65.7,0.62,1.98,1.3,216.05,22.344711309730194,40.0,2.5177732591356747,3.7795200871902384,-0.22580007700000518,0.6188672731247558,0.0,1.0,0.0,48.9,65.7,0.62,1.98,1.3,216.05,16.15,40.0,2.870896387484958,4.253589330448526,-1.8763935344814813,0.5172591594532627,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.194711309730195,0.0,-0.3531231283492833,-0.4740692432582878,1.650593457481476,0.10160811367149303
